Key,Value
612,"I am sad to say that you are ineligible[/center]
to join the guild.[/center]
[/center]
You do not, to be blunt, have the finest[/center]
reputation amongst members of the intelligentsia.[/center]
[/record]
I am sad to say that you are ineligible[/center]
to join the guild.[/center]
[/center]
Your name is familiar to us, and not in a very favorable light, to be quite honest.[/center]
[/record]
I am sad to say that you are ineligible[/center]
to join the guild.[/center]
[/center]
Unfortunately, you arrive with a less than[/center]
sterling reputation, young %ra. You might[/center]
consider improving that and returning.[/center]
[/end]"
666,"Congratulations, %pcn. You have been promoted[/center]
to the rank of %lev, with all the rights and[/center]
honors that accompany it. Remember, we do not[/center]
rest on previous accomplishments in the[/center]
Brotherhood.[/center]
[/end]"
667,"It is my duty to inform you that you have been[/center]
officially demoted to the rank of %lev.[/center]
I would remind you, %pcf, that we require[/center]
our members to work ever harder, not to rest[/center]
on past accomplishments.[/center]
[/record]
I'm sorry to be the one to tell you[/center]
that you've been demoted, %pcn.[/center]
[/record]
The elders are not pleased with[/center]
you, %pcn. You've been demoted.[/center]
[/record]
You have been demoted, %pcn.[/center]
I'm sorry to be the first one to tell you.[/center]
[/record]
Your inadequacy has been noted by the elders,[/center]
%pcn. They have demoted you.[/center]
[/record]
The elders have decided that your incompetence[/center]
merits a demotion, %pcn.[/center]
[/record]
You should not be surprised to hear that the[/center]
elders have rewarded your inadequacy[/center]
with a demotion.[/center]
[/end]"
668,"%pcn, you have been a disappointment to us[/center]
lately. You are hereby ineligible to[/center]
receive any benefits available as a member.[/center]
Perhaps you will come within the fold again,[/center]
but for now, you are anathema.[/center]
[/record]
You no longer have rights here, %pcn.[/center]
The elders have decided to expel you.[/center]
[/record]
I'm afraid you have not made enough[/center]
connections to save your reputation.[/center]
You are henceforth expelled, %pcn[/center]
[/record]
All honors and rights are forfeit,[/center]
%pcn. You have been expelled.[/center]
[/end]"
679,"The Fighters Guild provides strong arms and[/center]
sharp blades for any willing to pay the price.[/center]
If you want constant action and a steady flow[/center]
of gold coin, it's the guild for you. It's far[/center]
better than some Knightly order. Did you you[/center]
know that they don't even get paid?[/center]
[/record]
The Fighters Guild has a reputation for not[/center]
being very picky about its members. Nothing[/center]
could be further from the truth. You are the[/center]
unsavory sort that gives our guild a black[/center]
eye. Work on that reputation and then we can[/center]
talk about a guild membership.[/center]
[/end]"
680,"Sorry, %ra. We're looking for real[/center]
warriors at the Fighters Guild. Come back[/center]
when you've learned something about weaponry, alright?[/center]
[/end]"
681,"Yes, you look like the sort of warrior we could[/center]
use in the Fighters Guild. We offer skills[/center]
training, special discounts on armor and[/center]
weapon repairs, and very profitable work[/center]
assignments. In addition, you always have[/center]
a place to rest in any Fighters Guild.[/center]
Are you interested?[/center]
[/end]"
684,"Excellent. Welcome to the Fighters Guild,[/center]
%pcf. Your rank currently is %lev.[/center]
[/end]"
686,"Congratulations, %pcf. Because of your[/center]
outstanding weaponry prowess, we have promoted[/center]
you to the rank of %lev in the guild.[/center]
Among other benefits, this increase means[/center]
cheaper weapon repair and more profitable work[/center]
assignments.[/center]
[/end]"
702,"Your heart is larger than your pocket.[/center]
You only have %gii gold on you.[/center]
[/record]
Sadly, you only have %gii gold on you.[/center]
[/record]
You cannot, alas, give more than %gii gold.[/center]
That is all you have on you right now.[/center]
[/end]"
703,"Thank you for your donation. Perhaps %god[/center]
will look more kindly on your transgressions[/center]
in the future.[/center]
[/record]
Certainly %gdd accepts all donations,[/center]
but do not expect miracles. That takes more[/center]
than a pile of gold.[/center]
[/record]
I thank you for your donation, but I caution[/center]
you against thinking that %god is for hire[/center]
for any sort of transgressor.[/center]
[/end]"
705,"You will find that for the next few days[/center]
Zen has blessed your mercantile skill.[/center]
[/end]"
707,"You will find that for the next few days[/center]
Mara has strengthened your natural wit and charm.[/end]"
709,"You will find that for the next few days[/center]
Akatosh has blessed your time for traveling.[/center]
[/end]"
710,"You will find that for the next few days[/center]
Julianos has blessed your intelligence.[/center]
[/end]"
712,"You will find that for the next few days[/center]
Dibella has blessed your luck.[/center]
[/end]"
716,"You will find that for the next few days[/center]
Stendarr has blessed your reputation[/center]
with the law.[/center]
[/end]"
717,"You will find that for the next few days[/center]
Kynareth has blessed your endurance.[/center]
[/end]"
740,"Yes, you are worthy to join the Temple.[/center]
%fon will embrace you as a member.[/center]
Are you interested in joining?[/center]
[/end]"
744,"Sorry, you are ineligible to join the order.[/center]
We can only accept members with a certain extant[/center]
skill in at least one of the skills honored[/center]
by %god.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Only persons who have devoted themselves to at[/center]
least one of the skills sacred to %god.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Perhaps if you were to devote some time and effort[/center]
into bettering yourself in at least one of the[/center]
skills important to %god,[/center]
we may reconsider.[/center]
[/end]"
745,"Sorry, you are ineligible to join the order.[/center]
You do not, to be blunt, have the finest[/center]
reputation amongst members of our temple.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Your name is familiar to us, and not in a very favorable light, to be quite honest.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Unfortunately, you arrive with a less than[/center]
sterling reputation, young %ra. You might[/center]
consider improving that and returning.[/center]
[/end]"
750,"Sorry, you are ineligible to join the order.[/center]
You see, we need warriors in the order.[/center]
And you do not have the skill at arms[/center]
necessary to become one of us.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
Perhaps if you strengthened your skill[/center]
in weapon use we may have use of you[/center]
in the future.[/center]
[/record]
Sorry, you are ineligible to join the order.[/center]
We only take on real powerhouses.[/center]
Someone who can really use a sword[/center]
or an axe. And you ain't it.[/center]
[/end]"
751,"Sorry, you can't join up with the order.[/center]
The %fon have sterling[/center]
reputations in %reg. We cannot[/center]
compromise the Order by accepting[/center]
less ... well-regarded knights.[/center]
[/record]
Sorry, you can't join up with the order.[/center]
You're just not trusted yet. You can[/center]
work on that and get back to me.[/center]
[/record]
Sorry, you can't join up with the order.[/center]
You just haven't made a good name for[/center]
yourself yet.[/center]
[/end]"
752,"Ah, %pcn, your reputation precedes you.[/center]
%fon always has room for a[/center]
skillful knight of high moral standing.[/center]
I humbly ask that you join our ranks.[/center]
[/end]"
850,"Ode to [/record]
Sonnet to [/record]
Love Sonnet to [/record]
On the Subject of [/record]
My Thoughts on [/record]
I Sing of [/record]
To [/record]
Farewell [/record]
My [/record]
Forget Not [/record]
In Defence of [/record]
Oh [/record]
Sweetest [/record]
I Care Not for [/record]
Merciless [/record]
Blame Only [/record]
The Wisdom of [/record]
Lyrical [/record]
Enquiry Concerning [/record]
Damn [/record]
Rape of [/record]
Lost [/record]
Merry [/record]
False [/record]
Taming of [/record]
Worship [/record]
Wheel of [/record]
Midnight of [/record]
Winter of [/record]
Springtide of [/record]
Sad [/record]
Key to [/end]"
851,"Love[/record]
Love[/record]
Love[/record]
Love[/record]
My Mistress[/record]
Desire[/record]
Tenderness[/record]
Yearning[/record]
Passion[/record]
Devotion[/record]
Infatuation[/record]
Ardor[/record]
My Darling[/record]
True Love[/record]
Lovers[/record]
Youth[/record]
Innocence[/end]"
852,"The Tale of [/record]
%3hn and [/record]
%3hn and [/record]
%3hn and [/record]
%3hn and [/record]
%2hn and [/record]
The Battle of [/record]
The Ballad of [/record]
The Story of [/record]
The Song of [/record]
The Epic of [/record]
The Adventure of [/record]
The Saga of [/record]
The Wandering of [/end]"
853,"%1hn[/record]
%1hn[/record]
%1hn[/record]
%1hn[/record]
%1hn[/record]
The Hero[/record]
The Victor[/record]
The Champion[/record]
The Paragon[/record]
Courage[/record]
Valor[/record]
The Bold[/end]"
854,"Slap [/record]
I Am A [/record]
Show Me Your [/record]
I Sing of A [/record]
The Wife and the [/record]
The Naughty [/record]
Hey Nonny Nonny [/record]
Sweet [/record]
The Priest and the [/record]
The Shameless [/record]
The Bonnie [/record]
The Lusty [/record]
Wanton [/record]
Itchy [/record]
Bearded [/end]"
855,"Young Wench[/record]
Large Bottom[/record]
Tart[/record]
Boobie[/record]
Lady[/record]
Pervert[/record]
Merkin[/record]
Trollop[/record]
Harlot[/record]
Old Man[/record]
Strumpet[/record]
Concubine[/record]
Woodcutter[/end]"
860,"The Thieves Guild is the official organized collection of burglars, prostitutes, and other thugs in the area. Their headquarters is always secret.[/record]
Even though freelance whoremasters, pickpockets, catburglars, swindlers, and muggers exist, most professional criminals in Tamriel belong to the Thieves Guild. It is best for the collective whole, and the Guild exerts a certain ... pressure to join.[/record]
In practically every borough, hamlet, and city-state in Tamriel, the professional criminals have bounded together for mutual protection. That's the Thieves Guild for you.[/record]
The Thieves Guild is just like any other guild -- it's just that their particular industry is crime. They offer special benefits to their members, bribe officials, and punish non-members. Just like any other guild.[/end]"
861,"The Mages Guild is the official center of magical study in Tamriel. Most major towns have a bureau of the Guild where they sell spells and magical items, in addition to their studies.[/record]
The Mages Guild is sorta a school for studying spells. You have to already be pretty decent to get in, but even non-members can use some of their services.[/record]
The Mages Guild is pretty much what the name suggests. It's an organization for all varieties of spellcasters to get together and teach each other. Used to be that mages were solitary types. No longer.[/record]
It's just what you think it is. A school and a club for mages who are already pretty good to make them even better. It's been around for, oh, at least a thousand years.[/end]"
862,"The Dark Brotherhood is a very mysterious organization, often hired as assassins by the more pragmatic rulers. They have a reputation as maniacs and Daedra worshippers, but they must be doing something right. They've been around for thousands of years.[/record]
A bunch of assassins posing as a religious order.[/record]
They're more or less the official Assassin's Guild of Tamriel. Most kingdoms have declared them to be an illegal organization, but it's one thing to make a declaration ...[/record]
They're sorta a religious group, but not like a temple. Imagine a bunch of priests with knives and blood on the mind.[/end]"
