Key,Value
593920756,Ruins of The Old Mhefylon Hovel
594969370,Pheonoccoga
596017981,The V'ildam Farmstead
597066710,Bleeding Ascencion of Arkay
598116045,The Vert Farmstead
599164838,D'urdem's Hold
600213419,Certen Court
601262816,F'urdin Grange
602311429,Old Blartta's Place
603360154,Ruins of Old Faorchtha's Hovel
604408733,The Bish Mines
605457321,The Green Porcupine Pub
606505916,Wailing Omen of Arkay
607555179,Eternal Seer of Arkay
608603803,The Savage Jug Lodge
609652458,Shrargin Court
610701047,The Rusty Sword Tavern
611749757,Ruins of The Tower of Saurt
612798348,Singing Redeemer of Arkay
613846938,Blarhter Manor
614895519,Atraza
615944820,The Demorgona Cavern
616993464,The Pit of Sahoth
618042073,The Faelpan Tombs
619090774,The Cairn of Necromulan
620140129,The D'ochun Farmstead
621188962,Bubastajer
622238277,Zagettuzar
623287082,The Fortress of Grurk
624336490,The Old Grigum Place
625386017,Jalenasia
626434634,The Old Nhelpur Hovel
627483221,Ruins of Fhechun Manor
628531964,Gushom Palace
629580576,The Mines of Fhict
630629882,The Old Kuldom Shack
631678738,Osumbaweyn
632728020,Morandaga
633776605,The Tombs of Theght
634825184,The Old Bauct Place
635873828,Ceryryla
636922587,Choctir Grange
637971932,The Khoct Farmstead
639020732,The White Griffin Inn
640069323,The Crypt of Magnivus
641118634,The King's Wolf Hostel
642167220,B'urar's Guard
643215803,The Raarcom Lode
644264383,The Dancing Dagger Pub
645312968,Maelinxessa's Den
646361619,Rhanuthunis
647411156,The Laughing Djinn Lodge
648459938,Dhillom Grange
649509246,V'ifyl's Guard
650557832,The Bluldem Cemetery
651606434,The Lair of Jubileusia
652655043,Ruins of Raillir Manor
653703784,THe Crypts of Khigte
654752399,Ruins of The Mirdur Farmstead
655801692,The Citadel of Raos
656850306,Inner Star of Arkay
657899140,Hal's Tavern
658948456,Old M'all-si's Hovel
659997108,Old Grazfa's Hovel
661045838,Bleeding Soul of Arkay
662095196,Reliquary of Raen
663143800,Agallareg
664192415,The Cavern of Morkitherulla
665241886,Umberadax
666290483,Khufyl Hall
667339079,Ruins of The Citadel of Char
668387721,Ruins of The Tower of Vujan
669436434,The Silver Huntsman Tavern
670485772,Old Lirnja's Hovel
671534414,The Ghafylen Cemetery
672583006,The Old Blilp Hovel
673631728,The Mole and Mug Lodge
674680323,Sage Monument
675729656,The Restless Jug Lodge
676778251,Ruins of The Slajrn Farmstead
677826883,Tirk Palace
678875632,The Fox and Scorpion Hostel
679924213,The Toad and Ogre Lodge
680972812,The Old Bairkem Hovel
682022157,Atrahaga
683070739,Atrohala
684119343,Ruins of Sharn Manor
685167926,The Laughing Goblin Tavern
686216505,Old Nharta's Shack
687265209,Saorkan's Guard
688313813,Maaghtam Grange
689362399,Old Gart-i's Hovel
690410978,Jalilli-Korom
691460371,Ruins of Nich Orchard
692508967,Kalahanu
693557708,Baghahator
694607065,The Old Muldan Place
695655820,Infinite Star of Arkay
696704415,Vartom Court
697753005,Ruins of Fhurkan Grange
698802314,Fearful Light of Arkay
699850927,The Nazam Graveyard
700899519,Asmeborgon Hollow
701948302,Scourg Barrow
702997649,The V'ochim Farmstead
704046307,The Silver Scorpion Tavern
705095039,Makehda
706143630,Bleeding Prophet of Arkay
707192938,The Graves of Terkten
708241575,The Moll Farmstead
709290350,The Rusty Rascal Pub
710338930,Tulaajsia
711388240,The Lion and Ogre Tavern
712436889,Ruins of The Grushrn Farmstead
713485651,The Unfortunate Hedgehog Pub
714534963,The Klishe Farmstead
715583569,Old D'afylti's Shack
716632162,Bactt Grange
717680749,Wadijirius
718730269,Kructt Grange
719778864,Ruins of Castle C'ostrn
720827443,The Laughing Rascal Inn
721876027,The Fox and Wolf Lodge
722924794,Ruins of The B'ith Farmstead
723973418,The Morkorgoniah Cavern
725021999,The Sluct'kern Farmstead
726071367,The Marothiah Cavern
727120135,Elakania
728168713,The Vlulder Farmstead
729218048,The Knave and Gnome Lodge
730266867,The Mouse and Djinn Inn
731316182,The Howling Huntsman Lodge
732364804,Rhogandarea
733413397,Ruins of Cyifylun Manor
734461979,Ruins of Old D'oghtsa's Farm
735510756,Vorp Palace
736560316,Castle Grish
737609641,Darhtom Palace
738658236,The Dwarf and Rascal Tavern
739707049,The Dirty Jug Hostel
740756405,THe Crypts of F'aghtan
741805006,The Feather and Huntsman Tavern
742853586,Cestem's Hold
743902197,The Cushke Burial Ground
744950914,The Pit of Dispuagex
745999511,Ruins of Blos's Guard
747048842,Lezar
748097422,Ruins of The Old Fhistun Hovel
749146036,The Demulullah Cave
750194786,The Lynx and Djinn Pub
751243373,Sedakat
752291972,Rlajem Hall
753341538,The Blir Burial Ground
754391096,Boorche's Guard
755439686,Reliquary of Sai
756489066,Azlas
757537644,Baogin Palace
758586390,The B'ast Graveyard
759634970,Faisham Orchard
760683584,Joyous Sunrise of Arkay
761733134,The Old Mheldrn Hovel
762782474,Rect Palace
763831075,Kergke Hall
764879670,Damohaus
765928466,Djen Lodge
766977784,Grarpten Manor
768026400,Chethte Manor
769075183,Kherhtom's Guard
770123761,The Grave of Marquis Garomezzar
771173092,The Baurp Plantation
772221673,The Baillke Tunnel
773270266,Old Maasja's Place
774319020,Shorpom Manor
775368472,Chris's Inn
776417175,Inner Prophet of Arkay
777465766,Bosom Orchard
778514344,Nern Laboratory
779563690,Old Gholp-i's Place
780612271,The Green Chasm Lodge
781660875,Weeping Relic of Arkay
782709506,The Fij Farmstead
783758211,The White Chasm Inn
784806813,Silent Altar of Arkay
785855395,Ruins of Shrarkon Palace
786904735,The Old Boizim Hovel
787953319,The Mole and Jug Tavern
789001926,The King's Sword Inn
790050516,Perpetual Redeemer of Arkay
791099126,The Screaming Ogre Tavern
792147861,The Fhorkja Assembly
793196442,Mogoccorea
794245791,Ruins of Chethir Manor
795294370,The Dirty Giant Hostel
796343009,The Rluct Tunnel
797391587,The Hold of Cird'kern
798440176,The Rherc Farmstead
799488772,Old Krifylta's Farm
800537446,Singing Prophet of Arkay
801586797,The Pit of Gerorgona
802635396,The Hole of Demebrorgon
803683983,Altar of I'ric
804732578,Vefylir Hall
805781234,Zenadjer
806829838,The V'erpke Burial Ground
807878443,The Bat and Cat Pub
808927045,Ruins of Glast Manor
809975625,Djen Lodge
811024218,The Maelilorgonunah Hole
812073565,The Cevan Quarry
813122173,Bleeding Rebirth of Arkay
814170791,Shrarkte Grange
815219384,Javinkat
816267998,Ruins of Old Kurg-e's Hovel
817316639,Ruren Orchard
818365218,The Howling Ogre Lodge
819413830,The D'aghtun Academy
820463161,The Green Dagger Inn
821511768,Wailing Prophet of Arkay
822560366,The Screaming Muskrat Lodge
823609057,The Graves of Rlafylta
824657637,Ruins of Star Orchard
825706215,The Blermten Crypts
826754840,Eternal Prophet of Arkay
827803421,Silent Soul of Arkay
828852830,The Old Gov Shack
829901465,Castle M'ellam
830950061,The Murcke Cemetery
831998678,Ruins of The Tower of Glashke
833047272,Old Vlirtki's Hovel
834095861,Cudeh-Hassi
835144466,The Lhactim Tunnel
836193049,Florgan Orchard
837242382,Weeping Redeemer of Arkay
838290972,Ruins of The Rirhter Cabin
839339615,Altar of I'ric
840388213,Ruins of The Vethun Farmstead
841436871,Bubadja
842485460,The Grison Quarry
843534047,The T'ocht Ruins
844582667,Castle Lhurd
845632014,Shrine of Dugrod
846680639,Raortar Tower
847729225,Old C'armca's Place
848777810,The Stronghold of Maectt
849826458,Ruins of The Citadel of Ghocher
850875070,The Bat and Dagger Lodge
851923649,The Saerhter Farmstead
852972246,The Mird'kern Cabin
854020841,Zagin-Thar
855070172,The Old Vlachir Hovel
856118765,The Rlarhton Farmstead
857167346,Castle Rashon
858215924,Tower Bausur
859264536,Ruins of Caacte's Guard
860313234,The Tombs of Birden
861361878,Ruins of Cell Manor
862411224,Glellten Hall
863459869,Berbehus
864508514,Thuche Manor
865557117,The Old Dushon Shack
866606525,Bugar Manor
867655111,Ruins of The Vlorcun Farmstead
868703713,Ruins of The Rhorker Farmstead
869752300,The Fhoshta Farmstead
870800881,The Unfortunate Sword Lodge
871849507,The Crimson Goat Lodge
872898094,Osabi
873946748,The Dancing Fawn Tavern
874995353,The Fortress of Rairur
876043946,Old Kroshba's Hovel
877093282,Morenanu
878141863,The Caushem Crypts
879190516,The Lhuct Excavation
880239130,The Red Mug Hostel
881287709,Morastadata
882336320,The Pig and Scorpion Hostel
883384951,Old Khoctba's Shack
884433535,Coven of the Peaks
885482974,B'ig Manor
886531601,Ruins of The Krarpen Farmstead
887580190,Caoghtun Court
888628769,The Cyujrn Excavation
889677355,The Old Raeld Place
890725940,The Old Klictim Place
891774523,The Dwarf and Ogre Inn
892823132,Tower Rhoston
893872515,The Kreth Farmstead
894921184,Dragontail
895969874,The Baircte Farmstead
897018455,Old Slild-si's Place
898067933,Ruins of T'orch Palace
899116609,Ruins of Fhart'kern Hall
900166052,Inner Idol of Arkay
901214684,Lell Grange
902263311,Trogudon
903311908,The Blurgur Farmstead
904361297,Tasyryjer
905409878,The Thurdun Farmstead
906458467,Puthuton
907507070,The Hole of Demileusessa
908555648,Gentle Ascencion of Arkay
909604319,Baorgam Manor
910653729,The Knave and Fawn Hostel
911702323,The Dancing Fairy Pub
912750944,Bleeding Martyr of Arkay
913799595,Old Fosca's Place
914849027,The Fox and Barbarian Pub
915897632,The Mole and Castle Pub
916946210,The M'orchum Farmstead
917994829,Holy Idol of Arkay
919043436,Ruins of Berdar's Guard
920092025,Burning Seer of Arkay
921140604,The Veugod Web
922189211,Ruins of Narcun Manor
923238633,The Citadel of T'ichom
924287217,Ruins of Tirtom Manor
925335849,The Grestin Farmstead
926385391,The B'ifyl Farmstead
927434158,The Tijt Cabin
928483499,The Stronghold of Fharcte
929532181,Ruins of The Fortress of Kallir
930580764,Holy Sunrise of Arkay
931629363,The King's Mug Pub
932677974,Ruins of Gristum Hall
933726610,Ruins of Rlaj Grange
934775971,Wailing Martyr of Arkay
935824604,Blessed Rebirth of Arkay
936874109,Old B'arja's Shack
937922842,Ruins of Fulp'kern's Hold
938971483,Lhujum's Guard
940020881,Old Rlorkti's Place
941069514,Singing Soul of Arkay
942118126,F'urgrn Manor
943166774,The Dispas Grotto
944215357,Ruins of The Durp Farmstead
945264748,Fearful Ascencion of Arkay
946313348,The Blirte Farmstead
947361946,Reliquary of Sai
948410537,The Fortress of Nhestom
949459144,Zenopadai
950507739,The Caozir Vaults
951556386,Ruins of Fird Manor
952604968,The Gart Quarry
953654343,The Dead Fairy Pub
954702950,Javunnunu
955751694,Shrine of Q'Olwen
14527,The Old Gaerhouse Place
1063105,The Old Masterwing Place
2111683,The Masterton Farmstead
3160274,Hearthsley Hall
4209819,Whitewick
5258397,Coppering Grange
6306975,The Fortress of Ashsly
7355554,Hearthing Tower
8405139,The Coppersly Cemetery
9453737,Chesterlech
10502323,The Mole and Goblin Hostel
11551845,Reliquary of Raen
12600425,Tunhead
13649009,The Ashcroft Graveyard
14697587,Kingwing Court
15746167,The Kingford Farmstead
16794750,Reliquary of Sai
17843330,Shrine of Q'Olwen
18891919,Reliquary of Raen
19941459,The Citadel of Masterfield
20990037,The Vyctolda Coven
22038638,Reyway
23087227,Oxleigh
24135807,The Gold Porcupine Hostel
25184391,The Greencroft Vaults
26233905,Yeomsley Palace
27282483,Reliquary of Raen
28331075,The Devil's Badger Hostel
29379655,The Old Kingford Place
30428236,Holley Hill
31476844,The Laughing Wolf Lodge
32526351,Kingsley Manor
33574946,The Dirty Griffin Lodge
34623526,Joyous Relic of Julianos
35672105,Greenston Manor
36720709,Jhim Sei Shrine
37769295,The White Fairy Inn
38817879,Stokwark
39867389,Agristyr Laboratory
40915967,The Crimson Skull Tavern
41964546,Wicksley Hall
43013142,The Wicksly Cabin
44061720,The Moorhouse Farmstead
45110299,Old Chrystona's Farm
46158900,Broadmarket
47207489,Old Evelabyth's Shack
48256069,Ruins of The Tower of Hawkston
49305562,The Coppersmith Cemetery
50354147,Jode Shrine
51402737,Ipsbury
52451319,Yeoming Grange
53499912,The Yeomston Farmstead
54548494,The Pig and Scorpion Pub
55597093,Ruins of Tower Moorhouse
56646597,Gaercroft Hall
57695182,Grayville
58743773,Woodton's Guard
59792354,The Old Yeomton Hovel
60840932,The Devil's Sword Inn
61889510,Old Ysyrrya's Place
62938088,Gallomore
63986669,Sage Monument
65035265,The Knave and Stag Pub
66083844,Old Morgyn's Farm
67132425,Deertale
68181937,Tamwich
69230516,The Lion and Badger Hostel
70279098,Mastercroft Hall
71327687,The Hearthsly Farmstead
72376288,Hearthwing Orchard
73424890,Tamdale
74474390,Horcroft Heath
75522987,The Beaver and Stag Lodge
76571570,Wickton Orchard
77620152,Wailing Martyr of Julianos
78668734,Hawking Manor
79717323,Copperhouse Manor
80765903,The Silver Gnome Lodge
81814486,Vladulus Hall
82863067,Ruins of The Old Woodston Hovel
83912568,The Screaming Wolf Lodge
84961146,Aldmont
86009742,Hawkston Hall
87058338,Shrine of Mai
88106924,Eastpath
89155532,The Green Bird Inn
90204110,The Gaol of Perard
91253606,The Fox and Chasm Lodge
92302191,The Bat and Huntsman Hostel
93350776,The Gaerham Farmstead
94399358,THe Crypts of Buckingsmith
95447936,Yeomston Manor
96496520,Hearthhart Court
97545105,Lammont
98593693,Kingham Manor
99642276,The Grotto of Gerebon
100691785,Reyshire Derry
101740368,The Pig and Huntsman Pub
102788964,Reliquary of Sai
103837546,Ruins of The Tower of Mastering
104886131,The Wickcroft Plantation
105934723,Shrine of Jone
106983303,The Graves of Greenfield
108031897,The Bat and Huntsman Inn
109081397,Weeping Prophet of Julianos
110130013,Upcart
111178591,Inner Light of Julianos
112227171,The Lion and Bird Inn
113275764,The Belladolda Tradition
114324343,Upwold
115372924,Ruins of Moorston Tower
116421503,Yeomwing Grange
117470083,Gentle Star of Julianos
118518662,Knightsing
119568169,Strenner Haven
120616748,Charenmarket
121665336,Mastering Court
122713915,Charenbridge
123762511,Cromwick
124811089,Moorcroft Palace
125859671,Jhim Sei Shrine
126908249,The Dancing Bird Inn
127956841,The Fortress of Hawksmith
129006341,The Moorsmith Farmstead
130054920,Eastville Derry
131103498,The Tower of Ashsly
132152078,Buckingford Manor
133200665,The Buckington Farmstead
134249263,Djen Lodge
135297871,Ruins of Tower Yeoming
136346451,Masterwing Manor
137395036,Chestermore
138444536,The Old Wickfield Hovel
139493125,Tuntry
140541704,Hawkcroft Orchard
141590297,Shrine of Jephre
142638896,Blessed Oracle of Julianos
143687489,Woodfield Manor
144736983,Castle Hawkham
145785575,Infinite Oracle of Julianos
146834172,Shelter of Phen
147882766,Gallowich
148931349,The Gaerwing Cabin
149979932,Ruins of The Old Gaerham Shack
151028511,Masterhart Palace
152077095,Jhim Sei Shrine
153126594,The Knave and Fairy Lodge
154175177,The Old Buckingford Hovel
155223763,The Feather and Castle Hostel
156272344,Shrine of Mai
157320925,Old Barbyssa's Place
158369513,Wickhart Court
159418121,Agrynak's Guard
160466700,The Moorham Farmstead
161515287,Mooring Palace
162564769,Yeomsley Manor
163613351,Yeomsly Grange
164661932,Hearthwing Hall
165710518,The Cabal of Vyctausa
166759113,The Lion and Dog Tavern
167807695,Grimleigh
168856277,Grimshire
169904857,Old Morganna's Farm
170953438,Tower Ashham
172002016,Stokley
173050598,Singshire Rock
174099181,Aldwood
175147766,The White Goat Hostel
176197259,The Screaming Scorpion Inn
177245857,The Mole and Goat Pub
178294440,Greensmith Tower
179343022,Moromyth Hall
180391603,Shrine of Vigryl
181440233,Shrine of Q'Olwen
182489721,The Lion and Gnome Pub
183538307,Coppercroft Grange
184586887,Westwark
185635474,Chesterwell
186684057,Chestergate
187732649,The Gaersmith Cabin
188781236,Shelter of Phen
189829826,Old Vannanna's Shack
190878404,Jode Shrine
191927923,Kieran Theatre
192976502,Upbridge
194025113,Copperfield Manor
195073694,The Lynx and Dagger Pub
196122287,The Red Goat Lodge
197170869,Ashhouse Manor
198220352,Shrine of Ephen
199268935,Perpetual Omen of Julianos
200317560,The Grave of Morimius
201366140,Merwick
202414729,Tambrugh
203463316,Altar of I'ric
204511906,The Mole and Goat Hostel
205561396,Castle Balthelulon
206609974,Mooring Manor
207658581,Stokcroft
208707200,Wartower
209755779,Greencroft Manor
210804360,The Mastercroft Cemetery
211853856,Wickhouse Tower
212902436,Cromtown Rock
213951018,Kirkpath Hamlet
214999597,Midlech
216048185,The Lucky Dog Tavern
217096786,Shrine of Bandi
218145364,Midbrone
219193945,The Rat and Mug Inn
220242523,The Howling Porcupine Tavern
221291104,Old Vannyssa's Farm
222339685,Perpetual Ascencion of Julianos
223389183,The Citadel of Copperfield
224437762,The Fox and Griffin Inn
225486340,The Beaver and Sword Hostel
226534926,Infinite Idol of Julianos
227583526,The Silver Dungeon Tavern
228632105,Woodsley Grange
229680691,The Old Coppersly Place
230729279,Altar of I'ric
231777866,The Green Hedgehog Pub
232826448,The Ashham Plantation
233875026,The Ashing Farmstead
234923610,Wickfield Manor
235973089,Fonttown
237021668,Ipswood
238070297,Yeomston Court
239118883,Yeomhart Manor
240167461,The Fox and Griffin Hostel
241216042,Hearthsly Hall
242264620,Morehulon's Tomb
243313198,The Mouse and Jug Tavern
244361789,Reytown
245410368,Perpetual Relic of Julianos
246459860,The Gold Griffin Tavern
247508445,Kington Hall
248557025,Shrine of Mai
249605619,Crossworth
250654224,Gaerfield Palace
251702809,Ruins of Castle Buckinghouse
252751391,Castle Darkehaus
253800882,Singmarket
254849465,The Beaver and Dog Tavern
255898048,The Convent of Baaliblon
256946637,The Copperfield Farmstead
257995233,Singidge Derry
259043815,The Tower of Coppersmith
260092405,Charenbeth
261140989,The Silver Chasm Tavern
262189580,The Flying Dog Inn
263239083,The Chrystyn Tradition
264287684,Kieran Theatre
265336287,Hawking Hall
266384873,The Hawkfield Farmstead
267433451,Whitewold
268482033,Ruins of The Old Ashsly Hovel
269530616,Kirkbridge
270579196,Baelmarket Moor
271628677,The Lion and Goat Tavern
272677262,The Feather and Scorpion Pub
273725855,Longbridge
274774450,Greenfield Hall
275823044,The Hearthsley Vaults
276871626,Whitewall
277920204,The Green Castle Pub
278969707,Vanfort
280018287,The Toad and Bird Hostel
281066891,Ruins of Copperton's Hold
282115478,The Old Greenford Shack
283164073,Kingsmith's Guard
284212654,Gaersmith Hall
285261242,The Hold of Gaerston
286309838,Shrine of Q'Olwen
287359317,Burgwark
288407903,The Ashsley Farmstead
289456481,Wildercroft
290505062,Shrine of Mai
291553648,Wildertower
292602243,Sage Monument
